prompt_name,sample_id,domain,predicted,correct,is_correct,response_time,confidence
s1s2_prompt,57,agent-properties,"1-2,2-1","1-1,2-2",False,6.634555816650391,
s1s2_prompt,253,agent-properties,"1-2,2-1","1-1,2-2",False,6.503420829772949,
s1s2_prompt,351,agent-properties,"1-1,2-2","1-1,2-2",True,5.691681146621704,
s1s2_prompt,95,agent-properties,"1-1,2-2","1-1,2-2",True,5.568930149078369,
s1s2_prompt,42,agent-properties,"1-2,2-1","1-1,2-2",False,5.2859179973602295,
s1s2_prompt,424,social-interactions,"1-1,2-2","1-1,2-2",True,5.848955869674683,
s1s2_prompt,361,agent-properties,"1-1,2-2","1-1,2-2",True,7.623801946640015,
s1s2_prompt,385,agent-properties,"1-2,2-1","1-1,2-2",False,10.590710639953613,
s1s2_prompt,281,social-interactions,"1-1,2-2","1-1,2-2",True,7.178570032119751,
s1s2_prompt,362,social-interactions,"1-2,2-1","1-1,2-2",False,6.255436897277832,
s1s2_prompt,71,social-interactions,"1-1,2-2","1-1,2-2",True,4.720378875732422,
s1s2_prompt,284,social-interactions,"1-1,2-2","1-1,2-2",True,6.104482889175415,
s1s2_prompt,13,social-interactions,"1-1,2-2","1-1,2-2",True,6.635421991348267,
s1s2_prompt,357,social-interactions,"1-1,2-2","1-1,2-2",True,4.598525285720825,
s1s2_prompt,417,social-interactions,"1-2,2-1","1-1,2-2",False,9.190346002578735,
s1s2_prompt,238,agent-properties,"1-1,2-2","1-1,2-2",True,13.637620210647583,
s1s2_prompt,308,social-interactions,"1-1,2-2","1-1,2-2",True,5.475493907928467,
s1s2_prompt,356,social-interactions,"1-2,2-1","1-1,2-2",False,7.0435121059417725,
s1s2_prompt,301,social-interactions,"1-2,2-1","1-1,2-2",False,5.736209154129028,
s1s2_prompt,278,social-interactions,"1-2,2-1","1-1,2-2",False,8.309345006942749,
s1s2_prompt,207,social-interactions,"1-1,2-2","1-1,2-2",True,10.642234802246094,
s1s2_prompt,191,social-interactions,"1-2,2-1","1-1,2-2",False,7.1225059032440186,
s1s2_prompt,31,social-interactions,"1-2,2-1","1-1,2-2",False,4.3709118366241455,
s1s2_prompt,349,social-interactions,"1-1,2-2","1-1,2-2",True,5.1143481731414795,
s1s2_prompt,30,social-interactions,"1-1,2-2","1-1,2-2",True,11.426244258880615,
s1s2_prompt,326,social-interactions,"1-2,2-1","1-1,2-2",False,5.646194934844971,
s1s2_prompt,44,social-interactions,"1-1,2-2","1-1,2-2",True,5.533072233200073,
s1s2_prompt,368,social-interactions,"1-1,2-2","1-1,2-2",True,7.001452922821045,
s1s2_prompt,177,social-interactions,"1-1,2-2","1-1,2-2",True,4.585127353668213,
s1s2_prompt,384,social-interactions,"1-1,2-2","1-1,2-2",True,4.2831690311431885,
s1s2_prompt,81,social-interactions,"1-1,2-2","1-1,2-2",True,7.5489561557769775,
s1s2_prompt,84,social-interactions,"1-1,2-2","1-1,2-2",True,9.260025024414062,
s1s2_prompt,415,social-interactions,"1-1,2-2","1-1,2-2",True,7.061227083206177,
s1s2_prompt,367,social-interactions,"1-1,2-2","1-1,2-2",True,4.9331371784210205,
s1s2_prompt,271,social-interactions,"1-1,2-2","1-1,2-2",True,5.3915252685546875,
s1s2_prompt,195,social-interactions,"1-2,2-1","1-1,2-2",False,6.651787996292114,
s1s2_prompt,264,social-interactions,"1-1,2-2","1-1,2-2",True,9.240066766738892,
s1s2_prompt,354,social-interactions,"1-1,2-2","1-1,2-2",True,7.1870739459991455,
s1s2_prompt,212,social-interactions,"1-1,2-2","1-1,2-2",True,7.748388051986694,
s1s2_prompt,280,social-interactions,"1-2,2-1","1-1,2-2",False,6.846782922744751,
s1s2_prompt,6,social-interactions,"1-1,2-2","1-1,2-2",True,6.465214967727661,
s1s2_prompt,160,social-interactions,"1-2,2-1","1-1,2-2",False,6.87979793548584,
s1s2_prompt,265,social-interactions,"1-1,2-2","1-1,2-2",True,7.137794017791748,
s1s2_prompt,214,social-interactions,"1-2,2-1","1-1,2-2",False,7.175342082977295,
s1s2_prompt,110,social-interactions,"1-1,2-2","1-1,2-2",True,7.556956052780151,
s1s2_prompt,167,social-interactions,"1-2,2-1","1-1,2-2",False,4.523975849151611,
s1s2_prompt,138,social-interactions,"1-1,2-2","1-1,2-2",True,5.671884775161743,
s1s2_prompt,62,social-interactions,"1-1,2-2","1-1,2-2",True,4.87700891494751,
s1s2_prompt,201,social-interactions,"1-1,2-2","1-1,2-2",True,4.425950050354004,
s1s2_prompt,219,social-interactions,"1-2,2-1","1-1,2-2",False,5.535973787307739,
s1s2_prompt,5,social-interactions,"1-2,2-1","1-1,2-2",False,7.852009057998657,
s1s2_prompt,50,social-interactions,"1-1,2-2","1-1,2-2",True,6.8189496994018555,
s1s2_prompt,119,social-interactions,"1-2,2-1","1-1,2-2",False,6.851463079452515,
s1s2_prompt,299,social-interactions,"1-1,2-2","1-1,2-2",True,7.544895887374878,
s1s2_prompt,294,social-interactions,"1-2,2-1","1-1,2-2",False,6.189218997955322,
s1s2_prompt,216,social-interactions,"1-1,2-2","1-1,2-2",True,7.5735039710998535,
s1s2_prompt,353,social-interactions,"1-2,2-1","1-1,2-2",False,4.8743040561676025,
s1s2_prompt,256,social-interactions,"1-1,2-2","1-1,2-2",True,6.117617845535278,
s1s2_prompt,269,social-interactions,"1-1,2-2","1-1,2-2",True,6.129108190536499,
s1s2_prompt,358,social-properties,"1-2,2-1","1-1,2-2",False,5.178186893463135,
s1s2_prompt,370,social-properties,"1-1,2-2","1-1,2-2",True,5.738538026809692,
s1s2_prompt,75,social-properties,"1-1,2-2","1-1,2-2",True,5.507043123245239,
s1s2_prompt,249,social-properties,"1-1,2-2","1-1,2-2",True,7.134299278259277,
s1s2_prompt,142,social-properties,"1-2,2-1","1-1,2-2",False,7.0760157108306885,
s1s2_prompt,86,social-properties,"1-1,2-2","1-1,2-2",True,7.512461185455322,
s1s2_prompt,37,social-properties,"1-1,2-2","1-1,2-2",True,6.130164861679077,
s1s2_prompt,321,social-interactions,"1-1,2-2","1-1,2-2",True,8.165889024734497,
s1s2_prompt,66,social-properties,"1-1,2-2","1-1,2-2",True,6.997689723968506,
s1s2_prompt,108,social-properties,"1-1,2-2","1-1,2-2",True,5.209612846374512,
s1s2_prompt,183,social-properties,"1-2,2-1","1-1,2-2",False,6.634620904922485,
s1s2_prompt,433,social-properties,"1-1,2-2","1-1,2-2",True,4.411068916320801,
s1s2_prompt,82,social-properties,"1-1,2-2","1-1,2-2",True,6.699887990951538,
s1s2_prompt,224,social-properties,"1-1,2-2","1-1,2-2",True,7.973547697067261,
s1s2_prompt,215,social-properties,"1-1,2-2","1-1,2-2",True,10.946776866912842,
s1s2_prompt,311,social-properties,"1-1,2-2","1-1,2-2",True,13.22209906578064,
s1s2_prompt,41,social-properties,"1-1,2-2","1-1,2-2",True,12.760385036468506,
s1s2_prompt,67,social-properties,"1-1,2-2","1-1,2-2",True,13.492954730987549,
s1s2_prompt,125,social-properties,"1-2,2-1","1-1,2-2",False,5.414243936538696,
s1s2_prompt,430,social-properties,"1-2,2-1","1-1,2-2",False,6.6917500495910645,
s1s2_prompt,171,social-properties,"1-2,2-1","1-1,2-2",False,9.253821849822998,
s1s2_prompt,322,social-properties,"1-2,2-1","1-1,2-2",False,14.116122961044312,
s1s2_prompt,422,social-properties,"1-2,2-1","1-1,2-2",False,5.427110195159912,
s1s2_prompt,317,social-properties,"1-1,2-2","1-1,2-2",True,16.91335916519165,
s1s2_prompt,423,social-properties,"1-2,2-1","1-1,2-2",False,5.251337289810181,
s1s2_prompt,239,social-properties,"1-1,2-2","1-1,2-2",True,14.903861045837402,
s1s2_prompt,277,social-properties,"1-2,2-1","1-1,2-2",False,7.720107078552246,
s1s2_prompt,114,social-properties,"1-1,2-2","1-1,2-2",True,9.169064044952393,
s1s2_prompt,346,social-properties,"1-2,2-1","1-1,2-2",False,4.34831690788269,
s1s2_prompt,314,social-properties,"1-1,2-2","1-1,2-2",True,12.18287992477417,
s1s2_prompt,379,social-properties,"1-1,2-2","1-1,2-2",True,10.575418949127197,
s1s2_prompt,275,social-properties,"1-2,2-1","1-1,2-2",False,11.446493864059448,
s1s2_prompt,381,social-properties,"1-1,2-2","1-1,2-2",True,11.313332080841064,
s1s2_prompt,131,social-properties,"1-2,2-1","1-1,2-2",False,3.8970072269439697,
s1s2_prompt,230,social-properties,"1-1,2-2","1-1,2-2",True,6.910927772521973,
s1s2_prompt,60,social-properties,"1-2,2-1","1-1,2-2",False,6.745854139328003,
s1s2_prompt,39,social-properties,"1-1,2-2","1-1,2-2",True,11.217078924179077,
s1s2_prompt,21,social-properties,"1-2,2-1","1-1,2-2",False,4.459882974624634,
s1s2_prompt,443,social-properties,"1-1,2-2","1-1,2-2",True,8.243058919906616,
s1s2_prompt,218,social-properties,"1-2,2-1","1-1,2-2",False,5.577055931091309,
s1s2_prompt,190,social-properties,"1-1,2-2","1-1,2-2",True,11.82891297340393,
s1s2_prompt,100,social-properties,"1-1,2-2","1-1,2-2",True,6.229873180389404,
s1s2_prompt,199,social-properties,"1-1,2-2","1-1,2-2",True,5.4100353717803955,
s1s2_prompt,332,social-properties,"1-1,2-2","1-1,2-2",True,9.50109314918518,
s1s2_prompt,243,social-properties,"1-2,2-1","1-1,2-2",False,10.206082105636597,
s1s2_prompt,292,social-properties,"1-2,2-1","1-1,2-2",False,5.4409520626068115,
s1s2_prompt,251,social-properties,"1-1,2-2","1-1,2-2",True,10.532116889953613,
s1s2_prompt,432,social-properties,"1-1,2-2","1-1,2-2",True,4.433703899383545,
s1s2_prompt,77,social-properties,"1-1,2-2","1-1,2-2",True,9.168402910232544,
s1s2_prompt,405,social-properties,"1-1,2-2","1-1,2-2",True,9.044494152069092,
reasoning_confidence,313,agent-properties,"1-1,2-2","1-1,2-2",True,4.55747127532959,
s1s2_prompt,221,social-properties,"1-2,2-1","1-1,2-2",False,9.230143070220947,
reasoning_confidence,53,agent-properties,"1-2,2-1","1-1,2-2",False,4.155035734176636,
s1s2_prompt,229,social-properties,"1-1,2-2","1-1,2-2",True,8.972684144973755,
reasoning_confidence,145,agent-properties,"1-1,2-2","1-1,2-2",True,5.247722864151001,
reasoning_confidence,366,agent-properties,"1-1,2-2","1-1,2-2",True,3.7526509761810303,
reasoning_confidence,159,agent-properties,"1-1,2-2","1-1,2-2",True,4.289917945861816,
s1s2_prompt,135,social-properties,"1-1,2-2","1-1,2-2",True,6.644819021224976,
reasoning_confidence,148,agent-properties,"1-2,2-1","1-1,2-2",False,7.325053930282593,
reasoning_confidence,295,agent-properties,"1-1,2-2","1-1,2-2",True,2.9791808128356934,
reasoning_confidence,233,agent-properties,"1-1,2-2","1-1,2-2",True,4.401987075805664,
reasoning_confidence,237,agent-properties,"1-2,2-1","1-1,2-2",False,5.5409910678863525,
reasoning_confidence,447,agent-properties,"1-2,2-1","1-1,2-2",False,5.410479784011841,
reasoning_confidence,355,agent-properties,"1-2,2-1","1-1,2-2",False,3.9701080322265625,
reasoning_confidence,140,agent-properties,"1-1,2-2","1-1,2-2",True,4.260063886642456,
reasoning_confidence,392,agent-properties,"1-1,2-2","1-1,2-2",True,4.577418088912964,
reasoning_confidence,157,agent-properties,"1-1,2-2","1-1,2-2",True,4.879828214645386,
reasoning_confidence,29,agent-properties,"1-1,2-2","1-1,2-2",True,6.621558904647827,
reasoning_confidence,192,agent-properties,"1-1,2-2","1-1,2-2",True,5.565792083740234,
reasoning_confidence,11,agent-properties,"1-1,2-2","1-1,2-2",True,4.089871883392334,
reasoning_confidence,263,agent-properties,"1-1,2-2","1-1,2-2",True,4.80456018447876,
reasoning_confidence,198,agent-properties,"1-2,2-1","1-1,2-2",False,5.4240639209747314,
reasoning_confidence,185,agent-properties,"1-2,2-1","1-1,2-2",False,7.0968310832977295,
reasoning_confidence,182,agent-properties,"1-2,2-1","1-1,2-2",False,5.786698818206787,
reasoning_confidence,400,agent-properties,"1-2,2-1","1-1,2-2",False,7.277967929840088,
reasoning_confidence,151,agent-properties,"1-2,2-1","1-1,2-2",False,9.259382724761963,
reasoning_confidence,70,agent-properties,"1-1,2-2","1-1,2-2",True,7.708860874176025,
reasoning_confidence,152,agent-properties,"1-2,2-1","1-1,2-2",False,7.780080080032349,
reasoning_confidence,139,agent-properties,"1-1,2-2","1-1,2-2",True,5.15699315071106,
reasoning_confidence,175,agent-properties,"1-2,2-1","1-1,2-2",False,4.749056100845337,
reasoning_confidence,223,agent-properties,"1-1,2-2","1-1,2-2",True,5.7240331172943115,
reasoning_confidence,416,agent-properties,"1-1,2-2","1-1,2-2",True,5.049154043197632,
reasoning_confidence,116,agent-properties,"1-1,2-2","1-1,2-2",True,8.55292010307312,
reasoning_confidence,101,agent-properties,"1-1,2-2","1-1,2-2",True,3.5339601039886475,
reasoning_confidence,231,agent-properties,"1-2,2-1","1-1,2-2",False,5.334025144577026,
reasoning_confidence,133,agent-properties,"1-1,2-2","1-1,2-2",True,5.877622127532959,
reasoning_confidence,98,agent-properties,"1-1,2-2","1-1,2-2",True,3.1493468284606934,
reasoning_confidence,438,agent-properties,"1-1,2-2","1-1,2-2",True,5.07876992225647,
reasoning_confidence,7,agent-properties,"1-1,2-2","1-1,2-2",True,6.676609039306641,
reasoning_confidence,49,agent-properties,"1-2,2-1","1-1,2-2",False,9.355659008026123,
reasoning_confidence,338,agent-properties,"1-2,2-1","1-1,2-2",False,9.01740312576294,
reasoning_confidence,141,agent-properties,"1-1,2-2","1-1,2-2",True,6.318424940109253,
reasoning_confidence,337,agent-properties,"1-2,2-1","1-1,2-2",False,3.5864920616149902,
reasoning_confidence,107,agent-properties,"1-1,2-2","1-1,2-2",True,5.608438014984131,
reasoning_confidence,3,agent-properties,"1-2,2-1","1-1,2-2",False,5.349621057510376,
reasoning_confidence,273,agent-properties,"1-2,2-1","1-1,2-2",False,8.336733102798462,
reasoning_confidence,341,agent-properties,"1-1,2-2","1-1,2-2",True,4.960988998413086,
reasoning_confidence,42,agent-properties,"1-1,2-2","1-1,2-2",True,4.861372947692871,
reasoning_confidence,385,agent-properties,"1-1,2-2","1-1,2-2",True,5.540702819824219,
reasoning_confidence,57,agent-properties,"1-1,2-2","1-1,2-2",True,7.273065090179443,
reasoning_confidence,253,agent-properties,"1-2,2-1","1-1,2-2",False,7.183610916137695,
reasoning_confidence,424,social-interactions,"1-1,2-2","1-1,2-2",True,5.038646936416626,
reasoning_confidence,351,agent-properties,"1-1,2-2","1-1,2-2",True,5.972832918167114,
reasoning_confidence,95,agent-properties,"1-1,2-2","1-1,2-2",True,5.974576234817505,
reasoning_confidence,238,agent-properties,"1-1,2-2","1-1,2-2",True,5.714867115020752,
reasoning_confidence,361,agent-properties,"1-2,2-1","1-1,2-2",False,7.099292993545532,
reasoning_confidence,281,social-interactions,"1-2,2-1","1-1,2-2",False,7.638303995132446,
reasoning_confidence,362,social-interactions,"1-2,2-1","1-1,2-2",False,5.351197242736816,
reasoning_confidence,356,social-interactions,"1-1,2-2","1-1,2-2",True,4.299850225448608,
reasoning_confidence,13,social-interactions,"1-1,2-2","1-1,2-2",True,4.939313173294067,
reasoning_confidence,278,social-interactions,"1-1,2-2","1-1,2-2",True,4.9201719760894775,
reasoning_confidence,417,social-interactions,"1-2,2-1","1-1,2-2",False,6.579823970794678,
reasoning_confidence,284,social-interactions,"1-2,2-1","1-1,2-2",False,7.111901760101318,
reasoning_confidence,207,social-interactions,"1-1,2-2","1-1,2-2",True,6.7489118576049805,
reasoning_confidence,30,social-interactions,"1-2,2-1","1-1,2-2",False,7.085399150848389,
reasoning_confidence,71,social-interactions,"1-1,2-2","1-1,2-2",True,8.208096027374268,
reasoning_confidence,357,social-interactions,"1-1,2-2","1-1,2-2",True,4.456347942352295,
reasoning_confidence,308,social-interactions,"1-1,2-2","1-1,2-2",True,5.361164808273315,
reasoning_confidence,301,social-interactions,"1-1,2-2","1-1,2-2",True,5.589493036270142,
reasoning_confidence,84,social-interactions,"1-1,2-2","1-1,2-2",True,4.5706610679626465,
reasoning_confidence,31,social-interactions,"1-1,2-2","1-1,2-2",True,5.048304796218872,
reasoning_confidence,349,social-interactions,"1-1,2-2","1-1,2-2",True,6.2983832359313965,
reasoning_confidence,44,social-interactions,"1-1,2-2","1-1,2-2",True,5.500809192657471,
reasoning_confidence,81,social-interactions,"1-1,2-2","1-1,2-2",True,5.2149858474731445,
reasoning_confidence,177,social-interactions,"1-1,2-2","1-1,2-2",True,4.025365114212036,
reasoning_confidence,415,social-interactions,"1-1,2-2","1-1,2-2",True,4.808153867721558,
reasoning_confidence,191,social-interactions,"1-2,2-1","1-1,2-2",False,10.355669021606445,
reasoning_confidence,368,social-interactions,"1-1,2-2","1-1,2-2",True,8.530090093612671,
reasoning_confidence,326,social-interactions,"1-1,2-2","1-1,2-2",True,9.937896966934204,
reasoning_confidence,271,social-interactions,"1-1,2-2","1-1,2-2",True,6.557726144790649,
reasoning_confidence,264,social-interactions,"1-1,2-2","1-1,2-2",True,7.462024927139282,
reasoning_confidence,6,social-interactions,"1-1,2-2","1-1,2-2",True,4.025482892990112,
reasoning_confidence,280,social-interactions,"1-1,2-2","1-1,2-2",True,5.0606889724731445,
reasoning_confidence,367,social-interactions,"1-1,2-2","1-1,2-2",True,6.728693962097168,
reasoning_confidence,384,social-interactions,"1-2,2-1","1-1,2-2",False,8.745044946670532,
reasoning_confidence,265,social-interactions,"1-1,2-2","1-1,2-2",True,5.712374925613403,
reasoning_confidence,354,social-interactions,"1-1,2-2","1-1,2-2",True,7.929033994674683,
reasoning_confidence,212,social-interactions,"1-2,2-1","1-1,2-2",False,8.429869890213013,
reasoning_confidence,195,social-interactions,"1-1,2-2","1-1,2-2",True,9.27839708328247,
reasoning_confidence,214,social-interactions,"1-1,2-2","1-1,2-2",True,4.978770971298218,
reasoning_confidence,160,social-interactions,"1-1,2-2","1-1,2-2",True,5.832888841629028,
reasoning_confidence,110,social-interactions,"1-1,2-2","1-1,2-2",True,6.94667387008667,
reasoning_confidence,62,social-interactions,"1-1,2-2","1-1,2-2",True,5.113203287124634,
reasoning_confidence,138,social-interactions,"1-1,2-2","1-1,2-2",True,7.839071035385132,
reasoning_confidence,5,social-interactions,"1-1,2-2","1-1,2-2",True,6.049191951751709,
reasoning_confidence,201,social-interactions,"1-2,2-1","1-1,2-2",False,6.0137529373168945,
reasoning_confidence,50,social-interactions,"1-1,2-2","1-1,2-2",True,6.570862054824829,
reasoning_confidence,216,social-interactions,"1-1,2-2","1-1,2-2",True,6.119234800338745,
reasoning_confidence,167,social-interactions,"1-1,2-2","1-1,2-2",True,9.876224994659424,
reasoning_confidence,299,social-interactions,"1-2,2-1","1-1,2-2",False,7.591070890426636,
reasoning_confidence,119,social-interactions,"1-1,2-2","1-1,2-2",True,7.313819885253906,
reasoning_confidence,256,social-interactions,"1-1,2-2","1-1,2-2",True,4.816267013549805,
reasoning_confidence,294,social-interactions,"1-1,2-2","1-1,2-2",True,6.111191987991333,
reasoning_confidence,86,social-properties,"1-1,2-2","1-1,2-2",True,4.5017499923706055,
reasoning_confidence,269,social-interactions,"1-1,2-2","1-1,2-2",True,6.351614952087402,
reasoning_confidence,249,social-properties,"1-1,2-2","1-1,2-2",True,4.8230249881744385,
reasoning_confidence,142,social-properties,"1-1,2-2","1-1,2-2",True,4.203227996826172,
reasoning_confidence,219,social-interactions,"1-1,2-2","1-1,2-2",True,9.183249235153198,
reasoning_confidence,370,social-properties,"1-1,2-2","1-1,2-2",True,4.549811840057373,
reasoning_confidence,353,social-interactions,"1-1,2-2","1-1,2-2",True,10.25030779838562,
reasoning_confidence,321,social-interactions,"1-1,2-2","1-1,2-2",True,8.868072986602783,
reasoning_confidence,75,social-properties,"1-1,2-2","1-1,2-2",True,5.118905067443848,
reasoning_confidence,358,social-properties,"1-1,2-2","1-1,2-2",True,10.255223989486694,
reasoning_confidence,108,social-properties,"1-1,2-2","1-1,2-2",True,5.736392021179199,
reasoning_confidence,66,social-properties,"1-1,2-2","1-1,2-2",True,8.23771595954895,
reasoning_confidence,183,social-properties,"1-1,2-2","1-1,2-2",True,6.2191057205200195,
reasoning_confidence,37,social-properties,"1-1,2-2","1-1,2-2",True,7.071449041366577,
reasoning_confidence,41,social-properties,"1-1,2-2","1-1,2-2",True,6.351538181304932,
reasoning_confidence,67,social-properties,"1-1,2-2","1-1,2-2",True,5.49686598777771,
reasoning_confidence,311,social-properties,"1-1,2-2","1-1,2-2",True,8.900544881820679,
reasoning_confidence,82,social-properties,"1-1,2-2","1-1,2-2",True,5.510273218154907,
reasoning_confidence,322,social-properties,"1-1,2-2","1-1,2-2",True,7.913122892379761,
reasoning_confidence,433,social-properties,"1-1,2-2","1-1,2-2",True,5.528738021850586,
reasoning_confidence,317,social-properties,"1-1,2-2","1-1,2-2",True,5.434707880020142,
reasoning_confidence,171,social-properties,"1-1,2-2","1-1,2-2",True,6.69395899772644,
reasoning_confidence,224,social-properties,"1-1,2-2","1-1,2-2",True,9.438474178314209,
reasoning_confidence,125,social-properties,"1-1,2-2","1-1,2-2",True,5.893962144851685,
reasoning_confidence,430,social-properties,"1-1,2-2","1-1,2-2",True,7.112229108810425,
reasoning_confidence,215,social-properties,"1-2,2-1","1-1,2-2",False,9.482040166854858,
reasoning_confidence,114,social-properties,"1-1,2-2","1-1,2-2",True,7.009827136993408,
reasoning_confidence,314,social-properties,"1-1,2-2","1-1,2-2",True,7.049895286560059,
reasoning_confidence,275,social-properties,"1-1,2-2","1-1,2-2",True,6.9229419231414795,
reasoning_confidence,277,social-properties,"1-1,2-2","1-1,2-2",True,4.735730886459351,
reasoning_confidence,422,social-properties,"1-1,2-2","1-1,2-2",True,8.004335880279541,
reasoning_confidence,379,social-properties,"1-1,2-2","1-1,2-2",True,4.6373279094696045,
reasoning_confidence,381,social-properties,"1-1,2-2","1-1,2-2",True,4.901163101196289,
reasoning_confidence,346,social-properties,"1-1,2-2","1-1,2-2",True,5.760452747344971,
reasoning_confidence,423,social-properties,"1-1,2-2","1-1,2-2",True,7.7936859130859375,
reasoning_confidence,60,social-properties,"1-1,2-2","1-1,2-2",True,5.618750095367432,
reasoning_confidence,39,social-properties,"1-2,2-1","1-1,2-2",False,5.775540113449097,
reasoning_confidence,230,social-properties,"1-1,2-2","1-1,2-2",True,6.0341269969940186,
reasoning_confidence,190,social-properties,"1-1,2-2","1-1,2-2",True,7.363051176071167,
reasoning_confidence,131,social-properties,"1-1,2-2","1-1,2-2",True,7.127475261688232,
reasoning_confidence,218,social-properties,"1-2,2-1","1-1,2-2",False,5.605999946594238,
reasoning_confidence,443,social-properties,"1-1,2-2","1-1,2-2",True,5.892193078994751,
reasoning_confidence,251,social-properties,"1-1,2-2","1-1,2-2",True,6.231231927871704,
reasoning_confidence,243,social-properties,"1-2,2-1","1-1,2-2",False,7.305222988128662,
reasoning_confidence,239,social-properties,"1-1,2-2","1-1,2-2",True,21.273531913757324,
reasoning_confidence,77,social-properties,"1-1,2-2","1-1,2-2",True,5.183448076248169,
reasoning_confidence,199,social-properties,"1-1,2-2","1-1,2-2",True,5.058191299438477,
reasoning_confidence,332,social-properties,"1-1,2-2","1-1,2-2",True,7.707221984863281,
reasoning_confidence,292,social-properties,"1-2,2-1","1-1,2-2",False,5.593883037567139,
reasoning_confidence,21,social-properties,"1-2,2-1","1-1,2-2",False,8.475486040115356,
reasoning_confidence,100,social-properties,"1-1,2-2","1-1,2-2",True,8.518202781677246,
TOM_prompt,313,agent-properties,"1-1,2-2","1-1,2-2",True,2.305972099304199,
TOM_prompt,148,agent-properties,"1-1,2-2","1-1,2-2",True,2.3547351360321045,
reasoning_confidence,221,social-properties,"1-1,2-2","1-1,2-2",True,5.9199230670928955,
